split,duplicate_of_split,duplicate_key,review_id,source,category,product_name,raw_text,aspect,sentiment_text,sentiment_polarity,model_input,label,original_aspect,normalization_reason
validation,train,[속성] 편의성/활용성 [문장] 데일리로 사용하기 좋고,808280,쇼핑몰,헤어/바디케어,OO 인** 리페어 핸드크림 56g 1개,이 제품은 예전부터 사용해왔던 로션이고 겨울 들어와서 휴대용으로 이용하려고 작은 거 구매했습니다. 보습력도 좋고 향도 괜찮고 데일리로 사용하기 좋고 끈적이지 않아 좋습니다. 휴대하며 사용하기 편한 것 같습니다.,편의성/활용성,데일리로 사용하기 좋고,1,[속성] 편의성/활용성 [문장] 데일리로 사용하기 좋고,0,편의성/활용성,unchanged
validation,train,[속성] 흡수력 [문장] 끈적이지 않아 좋습니다.,808280,쇼핑몰,헤어/바디케어,OO 인** 리페어 핸드크림 56g 1개,이 제품은 예전부터 사용해왔던 로션이고 겨울 들어와서 휴대용으로 이용하려고 작은 거 구매했습니다. 보습력도 좋고 향도 괜찮고 데일리로 사용하기 좋고 끈적이지 않아 좋습니다. 휴대하며 사용하기 편한 것 같습니다.,흡수력,끈적이지 않아 좋습니다.,1,[속성] 흡수력 [문장] 끈적이지 않아 좋습니다.,0,흡수력,unchanged
validation,train,[속성] 보습력/수분감 [문장] 촉촉함이 오래가요,812188,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,일하면서 손이 건조해서 항상 사용하는 제품입니다. 흡수력이 좋습니다. 촉촉함이 오래가요.,보습력/수분감,촉촉함이 오래가요,1,[속성] 보습력/수분감 [문장] 촉촉함이 오래가요,0,보습력/수분감,unchanged
validation,train,[속성] 지속력/유지력 [문장] 오래가요,812188,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,일하면서 손이 건조해서 항상 사용하는 제품입니다. 흡수력이 좋습니다. 촉촉함이 오래가요.,지속력/유지력,오래가요,1,[속성] 지속력/유지력 [문장] 오래가요,0,지속력/유지력,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력이 좋은 것 같습니다.,810271,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,손이 거칠하고 푸석할 때 제일 보습력이 좋은 것 같습니다. 양도 많고 세일해서 저렴하게 구입했습니다. 사은품으로 주신 립밤도 잘 사용하겠습니다. 포장도 꼼꼼하게 잘해 주셔서 감사해요.,보습력/수분감,보습력이 좋은 것 같습니다.,1,[속성] 보습력/수분감 [문장] 보습력이 좋은 것 같습니다.,0,보습력/수분감,unchanged
validation,train,[속성] 가격 [문장] 세일해서 저렴하게,810271,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,손이 거칠하고 푸석할 때 제일 보습력이 좋은 것 같습니다. 양도 많고 세일해서 저렴하게 구입했습니다. 사은품으로 주신 립밤도 잘 사용하겠습니다. 포장도 꼼꼼하게 잘해 주셔서 감사해요.,가격,세일해서 저렴하게,1,[속성] 가격 [문장] 세일해서 저렴하게,0,가격,unchanged
validation,train,[속성] 제형 [문장] 제형이 꾸덕한 느낌이라,812408,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,향이 진해서 별로예요. 발리는건 잘발리고 제형이 꾸덕한 느낌이라 더 보습이 되는거 같네요. 건조한 지금 바르기 좋아서 재구매해야겠습니다. 크기도 양도 적당하네요. 잘 쓸께요.,제형,제형이 꾸덕한 느낌이라,1,[속성] 제형 [문장] 제형이 꾸덕한 느낌이라,0,제형,unchanged
validation,train,[속성] 가격 [문장] 가성비가 정말 좋습니다.,809093,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,핸드크림중에 가성비가 정말 좋습니다. 촉촉해요. 많이 건조해서 손이 거칠었는데 자주 발라주니 괜찮아졌어요. 코시국이라 아직도 손 소독제 많이 써서 그랬던 거 같습니다. 안 쓸순 없으니 자주 자주 이거 발라줘서 건조하지 않고 좋습니다.,가격,가성비가 정말 좋습니다.,1,[속성] 가격 [문장] 가성비가 정말 좋습니다.,0,가격,unchanged
validation,train,[속성] 보습력/수분감 [문장] 촉촉해요,809093,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,핸드크림중에 가성비가 정말 좋습니다. 촉촉해요. 많이 건조해서 손이 거칠었는데 자주 발라주니 괜찮아졌어요. 코시국이라 아직도 손 소독제 많이 써서 그랬던 거 같습니다. 안 쓸순 없으니 자주 자주 이거 발라줘서 건조하지 않고 좋습니다.,보습력/수분감,촉촉해요,1,[속성] 보습력/수분감 [문장] 촉촉해요,0,보습력/수분감,unchanged
validation,train,[속성] 가격 [문장] 가격도 비싼 것 같습니다.,801435,쇼핑몰,헤어/바디케어,OO 세** 모이스춰라이징 크림 구형 550g 1개,겨울에 사용하려고 구입을 했습니다. 하지만 보습력이 생각보다 좋지 않습니다. 가격도 비싼 것 같습니다.,가격,가격도 비싼 것 같습니다.,-1,[속성] 가격 [문장] 가격도 비싼 것 같습니다.,1,가격,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력은 좋습니다.,803411,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,이름과 달리 제형이 되직해서 크림 정도의 묽기예요. 머스크향 전혀 안 나고 베이비파우더 향이네요. 향 진하지 않고 보습력은 좋습니다. 몸에 바르는 보습 제품은 이렇게 용량이 커야 좋습니다.,보습력/수분감,보습력은 좋습니다.,1,[속성] 보습력/수분감 [문장] 보습력은 좋습니다.,0,보습력/수분감,unchanged
validation,train,[속성] 발림성 [문장] 너무 부드럽게 잘 발리고,812419,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,가격이 오르기 전에 사서 운이 좋네요. 베스트셀러인 이유를 알겠어요. 너무 부드럽게 잘 발리고 향기도 좋습니다. 뻑뻑하지 않아서 발림성이 좋고 깔끔하게 흡수됩니다.,발림성,너무 부드럽게 잘 발리고,1,[속성] 발림성 [문장] 너무 부드럽게 잘 발리고,0,발림성,unchanged
validation,train,[속성] 발림성 [문장] 잘 발리지도 않아요.,808177,쇼핑몰,헤어/바디케어,OO 인** 리페어 핸드크림 56g 1개,다른 크림보다 촉촉함이 오래갑니다. 다만 산뜻하지 않고 잘 발리지도 않아요. 제형이 꾸덕해서 잘 안발려요. 그래도 보습력은 좋습니다.,발림성,잘 발리지도 않아요.,-1,[속성] 발림성 [문장] 잘 발리지도 않아요.,1,발림성,unchanged
validation,train,[속성] 가격 [문장] 저렴해서 좋습니다.,809396,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,사계절 내내 쓰기 좋은 크림인 거 같아요. 다른 것보다 보습력이 좋아서 계속 사용하고 있습니다. 양도 많고 저렴해서 좋습니다.,가격,저렴해서 좋습니다.,1,[속성] 가격 [문장] 저렴해서 좋습니다.,0,가격,unchanged
validation,train,[속성] 유통기한 [문장] 유통기한이 짧아서 아쉽네요.,810519,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,배송은 빨리 잘 도착했습니다. 유통기한이 짧아서 아쉽네요. 바르면 끈적임도 있습니다. 향은 나쁘지는 않네요. 저렴한 가격은 아닙니다.,유통기한,유통기한이 짧아서 아쉽네요.,-1,[속성] 유통기한 [문장] 유통기한이 짧아서 아쉽네요.,1,유통기한,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력도 좋아,803326,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,끈적이지 않고 발림성도 좋고 보습력도 좋아 온가족이 함께 쓰기 좋은 제품이에요. 은은한 화이트머스크향이라 크게 호불호 갈리지 않는 향입니다. 용량도 넉넉해서 맘에 들어요. 다쓰면 재구매 예정이에요.,보습력/수분감,보습력도 좋아,1,[속성] 보습력/수분감 [문장] 보습력도 좋아,0,보습력/수분감,unchanged
validation,train,[속성] 가격 [문장] 가성비 없습니다.,801820,쇼핑몰,헤어/바디케어,OO 바** 맨 리페어링 모이스처 로션 450ml 2개,향이 생각보다 좋지 않아서 아쉬운 것 같습니다. 포인트 사용이 안 되어서 너무 비싸게 주고 샀습니다. 가성비 없습니다.,가격,가성비 없습니다.,-1,[속성] 가격 [문장] 가성비 없습니다.,1,가격,unchanged
validation,train,[속성] 기능/효과 [문장] 겨울에 사용하기 좋지 않습니다.,801548,쇼핑몰,헤어/바디케어,OO 세** 모이스춰라이징 크림 구형 550g 1개,겨울에 사용하기 좋지 않습니다. 너무 급하게 주문한 것 같습니다. 택배가 물량이 많아서 그런지 배송도 느립니다. 쿠폰 적용 안되어서 비싸게 샀습니다.,기능/효과,겨울에 사용하기 좋지 않습니다.,-1,[속성] 기능/효과 [문장] 겨울에 사용하기 좋지 않습니다.,1,기능/효과,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력 좋아요.,808729,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,몬스터 용량 완전 대용량 만족해요. 조금만 떠서 사용해도 엄청 잘 발리고 보습력 좋아요. 어릴적부터 계속 사용하던 게런티되는 명품 보습크림이에요. 용량이 66% 더 커져 마음 놓고 수시로 사용해요.,보습력/수분감,보습력 좋아요.,1,[속성] 보습력/수분감 [문장] 보습력 좋아요.,0,보습력/수분감,unchanged
validation,train,[속성] 가격 [문장] 가격대비 좋아요.,812303,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,"핸드크림을 이것저것 다 써본결과 이 제품이 제일 좋았어요. 보습력이 좋아요. 손을 자주 닦아서 많이 건조한데, 한번 발라도 촉촉함이 느껴져서 이 제품만 사용합니다. 가격대비 좋아요. 앞으로도 꾸준히 사용할 것 같습니다.",가격,가격대비 좋아요.,1,[속성] 가격 [문장] 가격대비 좋아요.,0,가격,unchanged
validation,train,[속성] 보습력/수분감 [문장] 촉촉합니다,808182,쇼핑몰,헤어/바디케어,OO 인** 리페어 핸드크림 56g 1개,바른후 미끄덩거림이 싫어서 핸드크림 안 쓰던 사람이에요. 우연찮게 사용해 봤습니다. 촉촉합니다. 미끄덩거림이 없어서 정말 좋아요. 재구입했어요.,보습력/수분감,촉촉합니다,1,[속성] 보습력/수분감 [문장] 촉촉합니다,0,보습력/수분감,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력은 좋은데,808273,쇼핑몰,헤어/바디케어,OO 인** 리페어 핸드크림 56g 1개,보습력은 좋은데 발림이 좀 뻑뻑해서 아쉽습니다. 손에 금방 흡수되지 않습니다. 한동안 문질러야 손에 흡수가 됩니다. 개인적으로는 비슷한 제품인 OOO 핸드크림이 더 좋은 것 같습니다.,보습력/수분감,보습력은 좋은데,1,[속성] 보습력/수분감 [문장] 보습력은 좋은데,0,보습력/수분감,unchanged
validation,train,[속성] 가격 [문장] 저렴하긴 한데,810234,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,손이 많이 건조해져서 핸드크림을 구매했어요. 저렴하긴 한데 보습력은 안 좋은 거 같아요. 건조한 손에 효과가 없네요.,가격,저렴하긴 한데,1,[속성] 가격 [문장] 저렴하긴 한데,0,가격,unchanged
validation,train,[속성] 유통기한 [문장] 유통기한도 짧은 걸로 왔습니다.,808988,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,값은 싸고 좋습니다. 용기 통이 찌그러진게 왔습니다. 박스안에서 찌그러지진 않았을 것 같아요. 통이 불량인 걸 알면서 보낸것 같아서 좀 맘 상하네요.유통기한도 짧은 걸로 왔습니다.,유통기한,유통기한도 짧은 걸로 왔습니다.,-1,[속성] 유통기한 [문장] 유통기한도 짧은 걸로 왔습니다.,1,유통기한,unchanged
validation,train,[속성] 발림성 [문장] 발림성이 너무 좋습니다.,803128,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,보습력과 발림성이 너무 좋습니다. 데일리로 쓰기에 정말 좋아요. 원래 화이트머스크향을 좋아하는데 샤워 후에 바르니 넘 좋습니다. 가격도 괜찮아서 이 제품으로 정착하려고 합니다. 가족들도 좋아해요.,발림성,발림성이 너무 좋습니다.,1,[속성] 발림성 [문장] 발림성이 너무 좋습니다.,0,발림성,unchanged
validation,train,[속성] 가격 [문장] 가격도 괜찮아서,803128,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,보습력과 발림성이 너무 좋습니다. 데일리로 쓰기에 정말 좋아요. 원래 화이트머스크향을 좋아하는데 샤워 후에 바르니 넘 좋습니다. 가격도 괜찮아서 이 제품으로 정착하려고 합니다. 가족들도 좋아해요.,가격,가격도 괜찮아서,1,[속성] 가격 [문장] 가격도 괜찮아서,0,가격,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력이 최고입니다.,809217,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,빠른 배송으로 잘 받았습니다. OOO 핸드크림만 사용하고 있어요. 이만한 핸드크림이 없는 거 같아요. 보습력이 최고입니다. 건조한 계절에도 바르면 효과가 좋아서 손 뿐만 아니라 발에도 바르면서 유용하게 쓰고 있습니다. 대용량 제품을 이곳에서 매장보다 저렴하게 구입할 수 있어서 좋아요. 이번에 받은 세 통 모두 유통기한이 25년 11월까지라서 마음에 듭니다. 추천해요.,보습력/수분감,보습력이 최고입니다.,1,[속성] 보습력/수분감 [문장] 보습력이 최고입니다.,0,보습력/수분감,unchanged
validation,train,[속성] 보습력/수분감 [문장] 정말 촉촉하네요.,807132,쇼핑몰,헤어/바디케어,OO 아** 모이스춰라이저 400ml 1개,보습력 뛰어나고 향도 좋습니다. 크림 타입은 너무 끈적거려서 낮에 쓰기엔 무거운 감이 있는데 이건 로션 타입이라 끈적이지 않고 가벼우면서도 정말 촉촉하네요.,보습력/수분감,정말 촉촉하네요.,1,[속성] 보습력/수분감 [문장] 정말 촉촉하네요.,0,보습력/수분감,unchanged
validation,train,[속성] 보습력/수분감 [문장] 많이 건조하지도 않고,813037,쇼핑몰,헤어/바디케어,OO 해** 버블 핸드워시 250ml 1개,원래 사용하던 제품인데 여기가 제일 가격이 좋아서 한꺼번에 많이 구매했습니다. 많이 건조하지도 않고 향기도 산뜻해서 만족합니다. 그런데 한 번에 구매할 수 있는 수량 더 늘려 주셨으면 좋겠습니다.,보습력/수분감,많이 건조하지도 않고,0,[속성] 보습력/수분감 [문장] 많이 건조하지도 않고,2,보습력/수분감,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습도 잘 되는 것 같아요.,812268,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,행사하기에 구입했는데 괜찮습니다. 좋네요. 보습도 잘 되는 것 같아요. 저는 재구매 의사 있어요. 날씨가 쌀쌀해지니 핸드크림은 필수인데 잘 구입한 것 같습니다. 디자인이 조금 촌스러운 듯하지만 중요하지 않으니까요.,보습력/수분감,보습도 잘 되는 것 같아요.,1,[속성] 보습력/수분감 [문장] 보습도 잘 되는 것 같아요.,0,보습력/수분감,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력은 좋지만,808533,쇼핑몰,헤어/바디케어,OO 인** 리페어 핸드크림 56g 1개,보습력은 좋지만 빨리 흡수 되지는 않습니다. 흡수되려면 조금 기다려야 되어서 아쉽네요. 하지만 흡수되고 나면 보습이 오래가는 것 같습니다. 건조한 손 보습에 아주 좋네요. 주로 겨울에 이 브랜드 제품 쓰고 있습니다. 잘 쓰겠습니다.,보습력/수분감,보습력은 좋지만,1,[속성] 보습력/수분감 [문장] 보습력은 좋지만,0,보습력/수분감,unchanged
validation,train,[속성] 지속력/유지력 [문장] 오래가는 것 같습니다.,808533,쇼핑몰,헤어/바디케어,OO 인** 리페어 핸드크림 56g 1개,보습력은 좋지만 빨리 흡수 되지는 않습니다. 흡수되려면 조금 기다려야 되어서 아쉽네요. 하지만 흡수되고 나면 보습이 오래가는 것 같습니다. 건조한 손 보습에 아주 좋네요. 주로 겨울에 이 브랜드 제품 쓰고 있습니다. 잘 쓰겠습니다.,지속력/유지력,오래가는 것 같습니다.,1,[속성] 지속력/유지력 [문장] 오래가는 것 같습니다.,0,지속력/유지력,unchanged
validation,train,[속성] 흡수력 [문장] 번들거리기는 하지만,809516,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,손에 발라보니 흡수력은 느려요. 번들거리기는 하지만 보습력은 탁월합니다. 그래서 좋아요. 전에 쓰던 거랑 살짝 달라진 거 같은데 지금 제형이 더 좋은 거 같습니다. 제형이 좀 더 부드러운 느낌이 나요. 잘 쓰고 있어요.,흡수력,번들거리기는 하지만,-1,[속성] 흡수력 [문장] 번들거리기는 하지만,1,흡수력,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력이 정말 좋습니다,812650,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,즐겨쓰는 브랜드입니다. 행사할때나 세일할때 쟁여두고 쓰는 데일리템입니다. 보습력이 정말 좋습니다. 흡수력도 좋아요. 무엇보다 지속력이 정말 좋아요. 자주 찾는 제품이예요. 세일하면 무조건 사두는 제품입니다.,보습력/수분감,보습력이 정말 좋습니다,1,[속성] 보습력/수분감 [문장] 보습력이 정말 좋습니다,0,보습력/수분감,unchanged
validation,train,[속성] 지속력/유지력 [문장] 지속력이 정말 좋아요,812650,쇼핑몰,헤어/바디케어,OO 카** 클래식 핸드 앤 네일크림 100ml 1개,즐겨쓰는 브랜드입니다. 행사할때나 세일할때 쟁여두고 쓰는 데일리템입니다. 보습력이 정말 좋습니다. 흡수력도 좋아요. 무엇보다 지속력이 정말 좋아요. 자주 찾는 제품이예요. 세일하면 무조건 사두는 제품입니다.,지속력/유지력,지속력이 정말 좋아요,1,[속성] 지속력/유지력 [문장] 지속력이 정말 좋아요,0,지속력/유지력,unchanged
validation,train,[속성] 지속력/유지력 [문장] 오래 지속되어 좋습니다.,808803,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,핸드크림은 역시 OOO이네요. 제형이 꾸덕해서 좋습니다. 바르고 나서 촉촉함이 오래 지속되어 좋습니다.,지속력/유지력,오래 지속되어 좋습니다.,1,[속성] 지속력/유지력 [문장] 오래 지속되어 좋습니다.,0,지속력/유지력,unchanged
validation,train,[속성] 보습력/수분감 [문장] 손이 촉촉해졌습니다.,808703,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,고무장갑 없이 설거지를 하니 손이 많이 건조해지고 거칠어져서 보습이 좋은 걸로 골랐습니다. 꾸준히 바르니 손이 촉촉해졌습니다. 유분이 많아서 저는 만족하지만 유분 많은 걸 싫어하시는 분들은 별로 안 좋아할 것 같습니다.,보습력/수분감,손이 촉촉해졌습니다.,1,[속성] 보습력/수분감 [문장] 손이 촉촉해졌습니다.,0,보습력/수분감,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력이 우수합니다.,809521,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,늘 쓰는 제품이에요. 일단 보습력이 우수합니다. 손을 자주 씻어서 건조한데다가 건성 피부인데 효과가 좋습니다. 제형이 크림 타입이고 유분기가 적당해서 최고예요. 이것만 몇 통째 쓰고 있어요.,보습력/수분감,보습력이 우수합니다.,1,[속성] 보습력/수분감 [문장] 보습력이 우수합니다.,0,보습력/수분감,unchanged
validation,train,[속성] 가격 [문장] 가격이 비싸고,810650,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,핸드크림을 많이 사용하기에 여기저기 많이 사용해 봤는데요. 가격이 비싸고 양이 좀 작긴 하지만 보습은 잘 되네요.,가격,가격이 비싸고,-1,[속성] 가격 [문장] 가격이 비싸고,1,가격,unchanged
validation,train,[속성] 지속력/유지력 [문장] 지속성도 괜찮고,810630,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,발림성 좋습니다. 지속성도 괜찮고 가격도 좋습니다. 사무실에서 쓰기 적합합니다. 사이즈도 작고 좋아요.,지속력/유지력,지속성도 괜찮고,1,[속성] 지속력/유지력 [문장] 지속성도 괜찮고,0,지속력/유지력,unchanged
validation,train,[속성] 가격 [문장] 가격도 좋습니다.,810630,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,발림성 좋습니다. 지속성도 괜찮고 가격도 좋습니다. 사무실에서 쓰기 적합합니다. 사이즈도 작고 좋아요.,가격,가격도 좋습니다.,1,[속성] 가격 [문장] 가격도 좋습니다.,0,가격,unchanged
validation,train,"[속성] 보습력/수분감 [문장] 보습력 좋고,",808771,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,"대용량으로 넉넉해서 집에서 사무실에서 수시로 늘 바르고 있습니다. 더우기, 겨울이면 팔이며 다리 손이며 발 전체적으로 발라주고 있어요. 보습력 좋고, 건조함을 충분히 잡아줘서 피부가 늘 촉촉해요.",보습력/수분감,"보습력 좋고,",1,"[속성] 보습력/수분감 [문장] 보습력 좋고,",0,보습력/수분감,unchanged
validation,train,[속성] 기능/효과 [문장] 여름에 사용하기 좋을 것 같습니다.,808874,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,다른 브랜드와 비슷한 사용감을 기대했는데 이 제품은 여름에 사용하기 좋을 것 같습니다. 다른 제품을 섞어 쓰면 또 좋을지는 모르겠네요. 이것만 쓰기에는 제형이 너무 묽습니다. 흡수는 빠른 것 같아요.,기능/효과,여름에 사용하기 좋을 것 같습니다.,1,[속성] 기능/효과 [문장] 여름에 사용하기 좋을 것 같습니다.,0,기능/효과,unchanged
validation,train,[속성] 가격 [문장] 가격이 착하고,809702,쇼핑몰,헤어/바디케어,OO 크** 폼 솝 그린 플로럴향 4000ml 1개,손을 자주 씻어야 되어서 대용량으로 구매했습니다. 가격이 착하고 향도 나쁘지 않아요.,가격,가격이 착하고,1,[속성] 가격 [문장] 가격이 착하고,0,가격,unchanged
validation,train,[속성] 발림성 [문장] 발림성이 뻑뻑하고,810886,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,손이 항상 건조해서 사봤어요. 발림성이 뻑뻑하고 수분감도 부족한 것 같아서 별로네요.,발림성,발림성이 뻑뻑하고,-1,[속성] 발림성 [문장] 발림성이 뻑뻑하고,1,발림성,unchanged
validation,train,[속성] 편의성/활용성 [문장] 온 가족이 함께 사용하고 있습니다.,808853,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,늘 쓰던 제품이라 넉넉히 주문해서 온 가족이 함께 사용하고 있습니다. 손발을 항상 촉촉하게 만들어주는 제품입니다. 뽁뽁이로 포장을 했어도 한 개는 살짝 찌그러져 와서 아쉽네요.,편의성/활용성,온 가족이 함께 사용하고 있습니다.,1,[속성] 편의성/활용성 [문장] 온 가족이 함께 사용하고 있습니다.,0,편의성/활용성,unchanged
validation,train,[속성] 보습력/수분감 [문장] 보습력도 좋은데,802830,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,가성비가 워낙 좋아서 다 쓰면 꼭 재구매하는 제품입니다. 발림성도 좋고 보습력도 좋은데 가격도 착해요.,보습력/수분감,보습력도 좋은데,1,[속성] 보습력/수분감 [문장] 보습력도 좋은데,0,보습력/수분감,unchanged
validation,train,[속성] 보습력/수분감 [문장] 촉촉한 보습력에,810342,쇼핑몰,헤어/바디케어,OO 바** 크림 75ml 4개,촉촉한 보습력에 마무리감까지 보송한 핸드로션입니다. 향도 예전에 썼던 그 향 그대로라서 좋아요. 아이들도 사용하기 좋은 로션이에요.,보습력/수분감,촉촉한 보습력에,1,[속성] 보습력/수분감 [문장] 촉촉한 보습력에,0,보습력/수분감,unchanged
validation,train,[속성] 발림성 [문장] 잘 발라져요.,803159,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,적은 양으로도 촉촉하고 잘 발라져요. 발바닥에 바르고 자면 아침까지 촉촉하네요. 왠만한 로션은 아침에는 건조했는데 아침까지 보습력 지속되어 좋습니다. 향도 은은하고 양도 많고 1+1로 득템 했네요. 얼굴과 다리도 많이 건조한데 촉촉하네요.,발림성,잘 발라져요.,1,[속성] 발림성 [문장] 잘 발라져요.,0,발림성,unchanged
validation,train,[속성] 지속력/유지력 [문장] 아침까지 촉촉하네요.,803159,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,적은 양으로도 촉촉하고 잘 발라져요. 발바닥에 바르고 자면 아침까지 촉촉하네요. 왠만한 로션은 아침에는 건조했는데 아침까지 보습력 지속되어 좋습니다. 향도 은은하고 양도 많고 1+1로 득템 했네요. 얼굴과 다리도 많이 건조한데 촉촉하네요.,지속력/유지력,아침까지 촉촉하네요.,1,[속성] 지속력/유지력 [문장] 아침까지 촉촉하네요.,0,지속력/유지력,unchanged
validation,train,[속성] 발림성 [문장] 발림성도 괜찮고,803215,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,가성비 때문에 샀는데 발림성도 괜찮고 향도 오래 갑니다. 무난하게 쓰기 좋은 것 같습니다. 무엇보다 양이 많아서 제일 마음에 들고 향도 호불호 없는 누구나 좋아할 수밖에 없는 향이라 계속 손이 갈 것 같습니다.,발림성,발림성도 괜찮고,1,[속성] 발림성 [문장] 발림성도 괜찮고,0,발림성,unchanged
validation,train,[속성] 편의성/활용성 [문장] 무난하게 쓰기 좋은 것 같습니다.,803215,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,가성비 때문에 샀는데 발림성도 괜찮고 향도 오래 갑니다. 무난하게 쓰기 좋은 것 같습니다. 무엇보다 양이 많아서 제일 마음에 들고 향도 호불호 없는 누구나 좋아할 수밖에 없는 향이라 계속 손이 갈 것 같습니다.,편의성/활용성,무난하게 쓰기 좋은 것 같습니다.,1,[속성] 편의성/활용성 [문장] 무난하게 쓰기 좋은 것 같습니다.,0,편의성/활용성,unchanged
validation,train,[속성] 흡수력 [문장] 끈적이지도 않습니다.,808732,쇼핑몰,헤어/바디케어,OO 바** 카모마일 크림 250ml 1개,책상에 올려 놓고 필요할 때마다 사용하기 좋습니다. 서류 볼 때 스피드를 사용하다 보니 손끝이 까실까실해지는데 옆에 두고 바로바로 사용하기 편해요. 적은 용량이 아니라서 몇 개월 사용할 듯합니다. 끈적이지도 않습니다.,흡수력,끈적이지도 않습니다.,1,[속성] 흡수력 [문장] 끈적이지도 않습니다.,0,흡수력,unchanged
validation,train,[속성] 제품구성 [문장] 샘플 하나 없네요.,801792,쇼핑몰,헤어/바디케어,OO 바** 맨 리페어링 모이스처 로션 450ml 2개,OOO 바디로션 할인을 못 받아서 비싸게 구입했는데 샘플 하나 없네요. 게다가 유통기한이 짧은 제품을 보내주셔셔 아쉬워요.,제품구성,샘플 하나 없네요.,-1,[속성] 제품구성 [문장] 샘플 하나 없네요.,1,제품구성,unchanged
validation,train,[속성] 발림성 [문장] 발림성도 좋아,803496,쇼핑몰,헤어/바디케어,OO 온** 퓨어 시카 쉐어 바디로션 1000ml 1개,지난번에 매장에서 구입해서 잘 사용했던 거라 다 쓰고 또 구매해요. 양도 많아서 한참 사용할 수 있습니다. 펌프형이니 사용하기도 편합니다. 보습이 뛰어난지는 잘 모르겠는데 이제 봄이 오니 향도 은은하고 발림성도 좋아 또 구매해요. 다음에는 다른 향도 써 봐야겠습니다.,발림성,발림성도 좋아,1,[속성] 발림성 [문장] 발림성도 좋아,0,발림성,unchanged
